"","country","long","lat","program","year","investment","invLog"
"15654","Haiti",72.44,19.09,"OUSAID","1952",7e+05,5.84509804001426
"15668","Honduras",86.27,14.97,"IP","1952",1000,3
"15674","Honduras",86.27,14.97,"OUSAID","1952",7e+05,5.84509804001426
"15678","Honduras",86.27,14.97,"T2","1952",1e+05,5
"15691","Iceland",18.96,64.93,"OUSAID","1952",5500000,6.74036268949424
"15705","India",-79.14,22.67,"OUSAID","1952",52800000,7.72263392253381
"15710","India",-79.14,22.67,"T2","1952",6e+05,5.77815125038364
"15737","Iran",-54.29,32.5,"OUSAID","1952",14900000,7.17318626841227
"15740","Iran",-54.29,32.5,"T2","1952",1e+05,5
"15751","Iraq",-43.8,33.04,"OUSAID","1952",5e+05,5.69897000433602
"15758","Ireland",8.2,53.18,"OUSAID","1952",1000,3
"15768","Israel",-34.82,31.61,"OUSAID","1952",63700000,7.80413943233535
"15771","Israel",-34.82,31.61,"T2","1952",22700000,7.35602585719312
"15777","Italy",-12.49,42.77,"OUSAID","1952",159500000,8.2027606873932
"15779","Italy",-12.49,42.77,"T2","1952",8100000,6.90848501887865
"15796","Japan",-136.06,35.16,"IP","1952",62100000,7.79309160017658
"15800","Japan",-136.06,35.16,"T2","1952",1500000,6.17609125905568
"15811","Jordan",-36.38,31.21,"OUSAID","1952",4700000,6.67209785793572
"15816","Jordan",-36.38,31.21,"T2","1952",4e+05,5.60205999132796
"15861","Korea_South",-127.51,36.1,"IP","1952",147800000,8.16967443405881
"15867","Korea_South",-127.51,36.1,"OUSAID","1952",1e+07,7
"15871","Korea_South",-127.51,36.1,"T2","1952",3e+05,5.47712125471966
"15931","Latin_America_and_Caribbean_not_specified",78.8,1.8,"OUSAID","1952",1800000,6.25527250510331
"15957","Lebanon",-35.81,33.95,"OUSAID","1952",1700000,6.23044892137827
"15960","Lebanon",-35.81,33.95,"T2","1952",2e+05,5.30102999566398
"15989","Liberia",9.32,6.41,"OUSAID","1952",1100000,6.04139268515823
"15993","Liberia",9.32,6.41,"T2","1952",1e+05,5
"16002","Libya",-18.04,27.24,"OUSAID","1952",1600000,6.20411998265593
"16004","Libya",-18.04,27.24,"T2","1952",1000,3
"16105","Malta",-14.38,35.93,"T2","1952",3e+05,5.47712125471966
"16140","Mexico",102.63,23.91,"IP","1952",4600000,6.66275783168157
"16146","Mexico",102.63,23.91,"OUSAID","1952",7e+05,5.84509804001426
"16166","Middle_East_and_North_Africa_not_specified",-36.57,28.39,"OUSAID","1952",2100000,6.32221929473392
"16169","Middle_East_and_North_Africa_not_specified",-36.57,28.39,"T2","1952",4e+05,5.60205999132796
"16220","Morocco",6.35,31.89,"T2","1952",3e+05,5.47712125471966
"16266","Nepal",-83.93,28.26,"OUSAID","1952",2e+05,5.30102999566398
"16276","Netherlands",-5.53,52.34,"OUSAID","1952",100500000,8.00216606175651
"16277","Netherlands",-5.53,52.34,"T2","1952",1000,3
"16287","Nicaragua",84.92,12.9,"IP","1952",2e+05,5.30102999566398
"16294","Nicaragua",84.92,12.9,"OUSAID","1952",6e+05,5.77815125038364
"16330","Nigeria",-8.08,9.56,"T2","1952",1000,3
"16333","Norway",-13.24,65.4,"OUSAID","1952",17400000,7.2405492482826
"16334","Norway",-13.24,65.4,"T2","1952",1000,3
"16339","Oceania_not_specified",-130.84,-12.47,"IP","1952",4200000,6.6232492903979
"16366","Pakistan",-68.76,29.32,"OUSAID","1952",10600000,7.02530586526477
"16371","Pakistan",-68.76,29.32,"T2","1952",1e+05,5
"16380","Panama",80.41,8.6,"IP","1952",2e+05,5.30102999566398
"16386","Panama",80.41,8.6,"OUSAID","1952",1300000,6.11394335230684
"16401","Papua_New_Guinea",-146.86,-6.12,"T2","1952",1000,3
"16413","Paraguay",58.39,-23.24,"OUSAID","1952",1600000,6.20411998265593
"16430","Peru",75.11,-9.21,"OUSAID","1952",1800000,6.25527250510331
"16435","Peru",75.11,-9.21,"T2","1952",1000,3
"16442","Philippines",-122.71,12.02,"IP","1952",80200000,7.90417436828416
"16449","Philippines",-122.71,12.02,"OUSAID","1952",32100000,7.50650503240487
"16454","Philippines",-122.71,12.02,"T2","1952",1e+05,5
"16471","Portugal",8.35,39.64,"OUSAID","1952",1e+05,5
"16474","Portugal",8.35,39.64,"T2","1952",1000,3
"16546","Saudi_Arabia",-44.44,23.89,"OUSAID","1952",3e+05,5.47712125471966
"16577","Serbia_and_Montenegro_Former",-19.75,43.04,"ESFSS","1952",81300000,7.91009054559407
"16587","Serbia_and_Montenegro_Former",-19.75,43.04,"T2","1952",24800000,7.39445168082622
"16611","Sierra_Leone",11.84,8.52,"T2","1952",1000,3
"16679","Spain",3.55,40.4,"OUSAID","1952",35500000,7.55022835305509
"16681","Spain",3.55,40.4,"T2","1952",1e+05,5
"16691","Sri_Lanka",-80.68,7.79,"OUSAID","1952",1000,3
"16721","Sub_Saharan_Africa_not_specified",-16.09,8.55,"T2","1952",1000,3
"16777","Syria",-38.47,35.03,"T2","1952",4e+05,5.60205999132796
"16815","Thailand",-101.1,15.23,"ESFSS","1952",6e+06,6.77815125038364
"16824","Thailand",-101.1,15.23,"OUSAID","1952",1200000,6.07918124604763
"16828","Thailand",-101.1,15.23,"T2","1952",1000,3
"16882","Tunisia",-9.75,34.36,"T2","1952",2e+05,5.30102999566398
"16893","Turkey",-34.93,39.05,"OUSAID","1952",69600000,7.84260923961056
"16897","Turkey",-34.93,39.05,"T2","1952",1000,3
"16959","United_Kingdom",2.78,54.07,"OUSAID","1952",351800000,8.54629583512144
"16960","United_Kingdom",2.78,54.07,"T2","1952",2e+05,5.30102999566398
"16968","Uruguay",56.01,-32.86,"OUSAID","1952",4e+05,5.60205999132796
"17001","Venezuela",66.15,7.67,"OUSAID","1952",1e+05,5
"17047","Western_Europe_not_specified",1.98,43.32,"OUSAID","1952",53900000,7.73158876518674
"17065","World_not_specified",40,30,"OUSAID","1952",1.21e+08,8.08278537031645
"17123","Afghanistan",-66.03,33.83,"CSH","1953",0,-Inf
"17124","Afghanistan",-66.03,33.83,"DDS","1953",0,-Inf
"17135","Afghanistan",-66.03,33.83,"OUSAID","1953",2200000,6.34242268082221
"17218","Asia_not_specified",-106.46,36.42,"ESFSS","1953",53500000,7.72835378202123
"17221","Asia_not_specified",-106.46,36.42,"IP","1953",19500000,7.29003461136252
"17227","Asia_not_specified",-106.46,36.42,"OUSAID","1953",1100000,6.04139268515823
"17231","Asia_not_specified",-106.46,36.42,"T2","1953",1000,3
"17240","Austria",-14.14,47.59,"OUSAID","1953",49800000,7.69722934275972
"17242","Austria",-14.14,47.59,"T2","1953",2e+05,5.30102999566398
"17314","Belgium",-4.64,50.65,"OUSAID","1953",1100000,6.04139268515823
"17356","Bolivia",64.67,-16.71,"OUSAID","1953",1300000,6.11394335230684
"17398","Brazil",52.97,-10.81,"IP","1953",1.5e+07,7.17609125905568
"17404","Brazil",52.97,-10.81,"OUSAID","1953",3200000,6.50514997831991
"17450","Burma_Myanmar_",-96.11,21.41,"OUSAID","1953",12800000,7.10720996964787
"17502","Canada",95.91,62.83,"IP","1953",6600000,6.81954393554187
"17578","Chile",72.44,-39.12,"OUSAID","1953",1300000,6.11394335230684
"17588","China_Hong_Kong",-114.19,22.34,"T2","1953",1000,3
"17606","China_Taiwan",-120.9,23.69,"ESFSS","1953",104300000,8.01828430842653
"17611","China_Taiwan",-120.9,23.69,"OUSAID","1953",1200000,6.07918124604763
"17628","Colombia",73.28,4,"OUSAID","1953",1e+06,6
"17677","Costa_Rica",83.88,10,"IP","1953",1700000,6.23044892137827
"17682","Costa_Rica",83.88,10,"OUSAID","1953",8e+05,5.90308998699194
"17720","Cuba",79.01,22.1,"OUSAID","1953",2e+05,5.30102999566398
"17740","Denmark",-9.56,56.1,"OUSAID","1953",7700000,6.88649072517248
"17774","Dominican_Republic",70.34,19.05,"OUSAID","1953",3e+05,5.47712125471966
"17815","Ecuador",78.87,-1.42,"OUSAID","1953",1e+06,6
"17832","Egypt",-29.87,26.75,"OUSAID","1953",12900000,7.11058971029925
"17842","El_Salvador",88.87,13.67,"IP","1953",1000,3
"17849","El_Salvador",88.87,13.67,"OUSAID","1953",7e+05,5.84509804001426
"17901","Ethiopia",-39.63,8.62,"OUSAID","1953",1500000,6.17609125905568
"17939","France",-2.34,46.64,"OUSAID","1953",398700000,8.60064623566239
"17941","France",-2.34,46.64,"T2","1953",1000,3
"17989","Germany",-10.38,51.2,"IP","1953",13200000,7.12057393120585
"17992","Germany",-10.38,51.2,"OUSAID","1953",83800000,7.92324401863028
"17993","Germany",-10.38,51.2,"T2","1953",1200000,6.07918124604763
"18014","Greece",-23.74,38.3,"ESFSS","1953",79900000,7.90254677931399
"18019","Greece",-23.74,38.3,"OUSAID","1953",1200000,6.07918124604763
"18021","Greece",-23.74,38.3,"T2","1953",1e+05,5
"18039","Guatemala",90.16,15.48,"OUSAID","1953",2e+05,5.30102999566398
"18100","Haiti",72.44,19.09,"OUSAID","1953",6e+05,5.77815125038364
"18114","Honduras",86.27,14.97,"IP","1953",1000,3
"18120","Honduras",86.27,14.97,"OUSAID","1953",7e+05,5.84509804001426
"18136","Iceland",18.96,64.93,"IP","1953",3e+05,5.47712125471966
"18137","Iceland",18.96,64.93,"OUSAID","1953",5500000,6.74036268949424
"18151","India",-79.14,22.67,"OUSAID","1953",44300000,7.64640372622307
"18156","India",-79.14,22.67,"T2","1953",8e+05,5.90308998699194
"18171","Indonesia",-119.52,-2.96,"OUSAID","1953",13200000,7.12057393120585
"18183","Iran",-54.29,32.5,"OUSAID","1953",31900000,7.50379068305718
"18197","Iraq",-43.8,33.04,"OUSAID","1953",2100000,6.32221929473392
"18214","Israel",-34.82,31.61,"OUSAID","1953",73600000,7.8668778143375
"18217","Israel",-34.82,31.61,"T2","1953",1000,3
"18223","Italy",-12.49,42.77,"OUSAID","1953",103900000,8.01661554755718
"18225","Italy",-12.49,42.77,"T2","1953",1e+06,6
"18257","Jordan",-36.38,31.21,"OUSAID","1953",2900000,6.46239799789896
"18307","Korea_South",-127.51,36.1,"IP","1953",138900000,8.14270224573762
"18313","Korea_South",-127.51,36.1,"OUSAID","1953",40800000,7.61066016308988
"18317","Korea_South",-127.51,36.1,"T2","1953",2e+05,5.30102999566398
"18377","Latin_America_and_Caribbean_not_specified",78.8,1.8,"OUSAID","1953",2300000,6.36172783601759
"18403","Lebanon",-35.81,33.95,"OUSAID","1953",3e+06,6.47712125471966
"18435","Liberia",9.32,6.41,"OUSAID","1953",1700000,6.23044892137827
"18448","Libya",-18.04,27.24,"OUSAID","1953",1400000,6.14612803567824
"18551","Malta",-14.38,35.93,"T2","1953",1000,3
"18586","Mexico",102.63,23.91,"IP","1953",9e+05,5.95424250943933
"18592","Mexico",102.63,23.91,"OUSAID","1953",7e+05,5.84509804001426
"18612","Middle_East_and_North_Africa_not_specified",-36.57,28.39,"OUSAID","1953",1500000,6.17609125905568
"18666","Morocco",6.35,31.89,"T2","1953",1000,3
"18712","Nepal",-83.93,28.26,"OUSAID","1953",5e+05,5.69897000433602
"18722","Netherlands",-5.53,52.34,"OUSAID","1953",3100000,6.49136169383427
"18733","Nicaragua",84.92,12.9,"IP","1953",3e+05,5.47712125471966
"18740","Nicaragua",84.92,12.9,"OUSAID","1953",6e+05,5.77815125038364
"18767","Nigeria",-8.08,9.56,"IP","1953",2e+05,5.30102999566398
"18779","Norway",-13.24,65.4,"OUSAID","1953",21600000,7.33445375115093
"18785","Oceania_not_specified",-130.84,-12.47,"IP","1953",5100000,6.70757017609794
"18806","Pakistan",-68.76,29.32,"IP","1953",67400000,7.82865989653532
"18812","Pakistan",-68.76,29.32,"OUSAID","1953",4.2e+07,7.6232492903979
"18817","Pakistan",-68.76,29.32,"T2","1953",4e+05,5.60205999132796
"18826","Panama",80.41,8.6,"IP","1953",7e+05,5.84509804001426
"18832","Panama",80.41,8.6,"OUSAID","1953",8e+05,5.90308998699194
"18859","Paraguay",58.39,-23.24,"OUSAID","1953",8e+05,5.90308998699194
"18876","Peru",75.11,-9.21,"OUSAID","1953",1700000,6.23044892137827
"18886","Philippines",-122.71,12.02,"ESFSS","1953",15200000,7.18184358794477
"18895","Philippines",-122.71,12.02,"OUSAID","1953",2700000,6.43136376415899
"18992","Saudi_Arabia",-44.44,23.89,"OUSAID","1953",1700000,6.23044892137827
"19023","Serbia_and_Montenegro_Former",-19.75,43.04,"ESFSS","1953",121800000,8.08564728829686
"19030","Serbia_and_Montenegro_Former",-19.75,43.04,"OUSAID","1953",6e+05,5.77815125038364
"19033","Serbia_and_Montenegro_Former",-19.75,43.04,"T2","1953",2e+05,5.30102999566398
"19125","Spain",3.55,40.4,"OUSAID","1953",9800000,6.9912260756925
"19261","Thailand",-101.1,15.23,"ESFSS","1953",4600000,6.66275783168157
"19270","Thailand",-101.1,15.23,"OUSAID","1953",1900000,6.27875360095283
"19332","Turkey",-34.93,39.05,"ESFSS","1953",56400000,7.75127910398334
"19339","Turkey",-34.93,39.05,"OUSAID","1953",2200000,6.34242268082221
"19405","United_Kingdom",2.78,54.07,"OUSAID","1953",410500000,8.61331316145546
"19414","Uruguay",56.01,-32.86,"OUSAID","1953",2e+05,5.30102999566398
"19447","Venezuela",66.15,7.67,"OUSAID","1953",1e+05,5
"19493","Western_Europe_not_specified",1.98,43.32,"OUSAID","1953",32400000,7.51054501020661
"19511","World_not_specified",40,30,"OUSAID","1953",68400000,7.83505610172012
"19540","Zambia",-28,-14.2,"IP","1953",22400000,7.35024801833416
"19569","Afghanistan",-66.03,33.83,"CSH","1954",0,-Inf
"19570","Afghanistan",-66.03,33.83,"DDS","1954",0,-Inf
"19581","Afghanistan",-66.03,33.83,"OUSAID","1954",2500000,6.39794000867204
"19664","Asia_not_specified",-106.46,36.42,"ESFSS","1954",701900000,8.84627524241221
"19667","Asia_not_specified",-106.46,36.42,"IP","1954",2200000,6.34242268082221
"19673","Asia_not_specified",-106.46,36.42,"OUSAID","1954",1500000,6.17609125905568
"19677","Asia_not_specified",-106.46,36.42,"T2","1954",1000,3
"19688","Austria",-14.14,47.59,"T2","1954",2700000,6.43136376415899
"19761","Belgium",-4.64,50.65,"T2","1954",1000,3
"19797","Bolivia",64.67,-16.71,"IP","1954",8e+06,6.90308998699194
"19802","Bolivia",64.67,-16.71,"OUSAID","1954",7500000,6.8750612633917
"19807","Bolivia",64.67,-16.71,"T2","1954",3e+05,5.47712125471966
"19844","Brazil",52.97,-10.81,"IP","1954",1e+05,5
"19850","Brazil",52.97,-10.81,"OUSAID","1954",2500000,6.39794000867204
"19948","Canada",95.91,62.83,"IP","1954",4900000,6.69019608002851
"20024","Chile",72.44,-39.12,"OUSAID","1954",1400000,6.14612803567824
"20034","China_Hong_Kong",-114.19,22.34,"T2","1954",1e+05,5
"20052","China_Taiwan",-120.9,23.69,"ESFSS","1954",109200000,8.03822263836872
"20057","China_Taiwan",-120.9,23.69,"OUSAID","1954",2700000,6.43136376415899
"20060","China_Taiwan",-120.9,23.69,"T2","1954",5e+05,5.69897000433602
"20074","Colombia",73.28,4,"OUSAID","1954",1200000,6.07918124604763
"20079","Colombia",73.28,4,"T2","1954",2e+05,5.30102999566398
"20114","Congo_Kinshasa",-15.32,-4.31,"OUSAID","1954",1000,3
"20123","Costa_Rica",83.88,10,"IP","1954",1200000,6.07918124604763
"20128","Costa_Rica",83.88,10,"OUSAID","1954",7e+05,5.84509804001426
"20166","Cuba",79.01,22.1,"OUSAID","1954",2e+05,5.30102999566398
"20220","Dominican_Republic",70.34,19.05,"OUSAID","1954",2e+05,5.30102999566398
"20261","Ecuador",78.87,-1.42,"OUSAID","1954",1300000,6.11394335230684
"20278","Egypt",-29.87,26.75,"OUSAID","1954",3300000,6.51851393987789
"20281","Egypt",-29.87,26.75,"T2","1954",7e+05,5.84509804001426
"20288","El_Salvador",88.87,13.67,"IP","1954",1e+05,5
"20295","El_Salvador",88.87,13.67,"OUSAID","1954",5e+05,5.69897000433602
"20347","Ethiopia",-39.63,8.62,"OUSAID","1954",2600000,6.41497334797082
"20382","France",-2.34,46.64,"ESFSS","1954",8.5e+07,7.92941892571429
"20385","France",-2.34,46.64,"OUSAID","1954",9e+05,5.95424250943933
"20387","France",-2.34,46.64,"T2","1954",5e+05,5.69897000433602
"20434","Germany",-10.38,51.2,"ESFSS","1954",31100000,7.49276038902684
"20438","Germany",-10.38,51.2,"OUSAID","1954",1600000,6.20411998265593
"20439","Germany",-10.38,51.2,"T2","1954",20800000,7.31806333496276
"20457","Ghana",1.2,7.92,"T2","1954",1000,3
"20460","Greece",-23.74,38.3,"ESFSS","1954",2e+07,7.30102999566398
"20465","Greece",-23.74,38.3,"OUSAID","1954",9e+05,5.95424250943933
"20467","Greece",-23.74,38.3,"T2","1954",1800000,6.25527250510331
"20485","Guatemala",90.16,15.48,"OUSAID","1954",2e+05,5.30102999566398
"20489","Guatemala",90.16,15.48,"T2","1954",1000,3
"20546","Haiti",72.44,19.09,"OUSAID","1954",1e+06,6
"20550","Haiti",72.44,19.09,"T2","1954",1e+05,5
"20560","Honduras",86.27,14.97,"IP","1954",1000,3
"20566","Honduras",86.27,14.97,"OUSAID","1954",1100000,6.04139268515823
"20570","Honduras",86.27,14.97,"T2","1954",1000,3
"20583","Iceland",18.96,64.93,"OUSAID","1954",1e+05,5
"20597","India",-79.14,22.67,"OUSAID","1954",87200000,7.94051648493257
"20602","India",-79.14,22.67,"T2","1954",1700000,6.23044892137827
"20617","Indonesia",-119.52,-2.96,"OUSAID","1954",4400000,6.64345267648619
"20622","Indonesia",-119.52,-2.96,"T2","1954",1e+05,5
"20629","Iran",-54.29,32.5,"OUSAID","1954",84400000,7.92634244662565
"20632","Iran",-54.29,32.5,"T2","1954",1e+05,5
"20643","Iraq",-43.8,33.04,"OUSAID","1954",2200000,6.34242268082221
"20647","Iraq",-43.8,33.04,"T2","1954",1000,3
"20660","Israel",-34.82,31.61,"OUSAID","1954",5.4e+07,7.73239375982297
"20663","Israel",-34.82,31.61,"T2","1954",20700000,7.31597034545692
"20669","Italy",-12.49,42.77,"OUSAID","1954",20800000,7.31806333496276
"20671","Italy",-12.49,42.77,"T2","1954",11600000,7.06445798922692
"20690","Japan",-136.06,35.16,"OUSAID","1954",10700000,7.02938377768521
"20692","Japan",-136.06,35.16,"T2","1954",5e+05,5.69897000433602
"20696","Jordan",-36.38,31.21,"IP","1954",1200000,6.07918124604763
"20703","Jordan",-36.38,31.21,"OUSAID","1954",10500000,7.02118929906994
"20708","Jordan",-36.38,31.21,"T2","1954",1200000,6.07918124604763
"20736","Kenya",-37.88,0.51,"OUSAID","1954",3900000,6.5910646070265
"20752","Korea_South",-127.51,36.1,"ESFSS","1954",198600000,8.29797924415936
"20753","Korea_South",-127.51,36.1,"IP","1954",66500000,7.8228216453031
"20759","Korea_South",-127.51,36.1,"OUSAID","1954",33200000,7.52113808370404
"20763","Korea_South",-127.51,36.1,"T2","1954",1300000,6.11394335230684
"20823","Latin_America_and_Caribbean_not_specified",78.8,1.8,"OUSAID","1954",3e+06,6.47712125471966
"20849","Lebanon",-35.81,33.95,"OUSAID","1954",8800000,6.94448267215017
"20852","Lebanon",-35.81,33.95,"T2","1954",1600000,6.20411998265593
"20881","Liberia",9.32,6.41,"OUSAID","1954",1100000,6.04139268515823
"20885","Liberia",9.32,6.41,"T2","1954",1000,3
"20889","Libya",-18.04,27.24,"IP","1954",1200000,6.07918124604763
"20894","Libya",-18.04,27.24,"OUSAID","1954",1800000,6.25527250510331
"20966","Malaysia",-102.24,4.4,"T2","1954",1000,3
"20997","Malta",-14.38,35.93,"T2","1954",1000,3
"21032","Mexico",102.63,23.91,"IP","1954",4800000,6.68124123737559
"21038","Mexico",102.63,23.91,"OUSAID","1954",1400000,6.14612803567824
"21058","Middle_East_and_North_Africa_not_specified",-36.57,28.39,"OUSAID","1954",1e+06,6
"21112","Morocco",6.35,31.89,"T2","1954",3e+05,5.47712125471966
"21158","Nepal",-83.93,28.26,"OUSAID","1954",9e+05,5.95424250943933
"21168","Netherlands",-5.53,52.34,"OUSAID","1954",4200000,6.6232492903979
"21179","Nicaragua",84.92,12.9,"IP","1954",7e+05,5.84509804001426
"21186","Nicaragua",84.92,12.9,"OUSAID","1954",5e+05,5.69897000433602
"21219","Nigeria",-8.08,9.56,"OUSAID","1954",7e+05,5.84509804001426
"21225","Norway",-13.24,65.4,"OUSAID","1954",3e+05,5.47712125471966
"21231","Oceania_not_specified",-130.84,-12.47,"IP","1954",4800000,6.68124123737559
"21258","Pakistan",-68.76,29.32,"OUSAID","1954",22600000,7.3541084391474
"21263","Pakistan",-68.76,29.32,"T2","1954",7e+05,5.84509804001426
"21272","Panama",80.41,8.6,"IP","1954",4e+05,5.60205999132796
"21278","Panama",80.41,8.6,"OUSAID","1954",1100000,6.04139268515823
"21282","Panama",80.41,8.6,"T2","1954",1e+05,5
"21305","Paraguay",58.39,-23.24,"OUSAID","1954",1200000,6.07918124604763
"21322","Peru",75.11,-9.21,"OUSAID","1954",2400000,6.38021124171161
"21327","Peru",75.11,-9.21,"T2","1954",2e+05,5.30102999566398
"21332","Philippines",-122.71,12.02,"ESFSS","1954",9600000,6.98227123303957
"21341","Philippines",-122.71,12.02,"OUSAID","1954",5100000,6.70757017609794
"21346","Philippines",-122.71,12.02,"T2","1954",1e+05,5
"21363","Portugal",8.35,39.64,"OUSAID","1954",2e+05,5.30102999566398
"21438","Saudi_Arabia",-44.44,23.89,"OUSAID","1954",9e+05,5.95424250943933
"21469","Serbia_and_Montenegro_Former",-19.75,43.04,"ESFSS","1954",59800000,7.77670118398841
"21476","Serbia_and_Montenegro_Former",-19.75,43.04,"OUSAID","1954",6700000,6.82607480270083
"21479","Serbia_and_Montenegro_Former",-19.75,43.04,"T2","1954",1100000,6.04139268515823
"21534","Somalia",-47.17,9.46,"OUSAID","1954",7e+05,5.84509804001426
"21568","Spain",3.55,40.4,"ESFSS","1954",84600000,7.92737036303902
"21571","Spain",3.55,40.4,"OUSAID","1954",1e+05,5
"21610","Sub_Saharan_Africa_not_specified",-16.09,8.55,"OUSAID","1954",5800000,6.76342799356294
"21637","Suriname",55.89,4.22,"OUSAID","1954",2e+05,5.30102999566398
"21669","Syria",-38.47,35.03,"T2","1954",3e+05,5.47712125471966
"21707","Thailand",-101.1,15.23,"ESFSS","1954",6500000,6.81291335664286
"21716","Thailand",-101.1,15.23,"OUSAID","1954",2300000,6.36172783601759
"21774","Tunisia",-9.75,34.36,"T2","1954",1e+05,5
"21778","Turkey",-34.93,39.05,"ESFSS","1954",75800000,7.87966920563205
"21785","Turkey",-34.93,39.05,"OUSAID","1954",2900000,6.46239799789896
"21789","Turkey",-34.93,39.05,"T2","1954",1000,3
"21816","Uganda",-32.39,1.28,"OUSAID","1954",2e+05,5.30102999566398
